tax_income_tax_year,tax_income_state_ut_code,tax_income_district_lgd_code,tax_income_pan_hash,tax_income_aadhaar_pan_linked_flag,tax_income_return_count,tax_income_total_income_inr,tax_income_taxable_income_inr,tax_income_total_tax_liability_inr,tax_income_effective_tax_rate_pct,tax_income_tds_withheld_inr,tax_income_self_assessment_paid_inr,tax_income_refund_amount_total_inr,tax_income_capital_gains_net_inr,tax_income_house_property_income_inr,tax_income_business_profession_income_inr,tax_income_tax_regime_code,tax_income_audit_selection_rate_pct,tax_income_processing_time_days_median,tax_income_data_extract_date
2022,UK,261924,d1f00166e4a42997148839db08199720385f5de9e361ff4b20a889b0e789564d,0,124543,2834272,2686400,839872,31.26,417848,91039,0,218997,185091,1000331,NEW,5.23,43,2025-11-04
2023,TS,240509,a40a2b142f5fda38127654ff00bc2ffdcef513d9b32d7d092037db3d988bbdbe,0,32093,4916131,3765469,791029,21.01,461835,41509,0,980660,339129,751610,NEW,5.05,92,2025-02-05
2022,UP,279664,217f38f5f1f51a5239d7e6f76ebe036a1682547eaf7bd6bb4c75d047d95fb79f,0,96357,2388999,2246451,502638,22.37,347817,44972,0,138296,402953,970051,NEW,4.7,62,2026-01-24
2020,AN,299233,862713b64e768618c34fd6d13998b5d5f86344f6253f2f3e7a45e8ae3fff3b3c,0,196389,2156994,1550992,406090,26.18,484072,0,77982,120845,-28817,827761,OLD,2.53,63,2024-03-20
2019,JK,339317,e56ba517a5ed63f96d653f2976acc9672c7d108ec9a962a1ba681dbe1a2cf6d9,1,126250,4132533,2869471,673906,23.49,683928,0,10022,553484,-54076,1653923,OLD,3.83,71,2024-10-28
2024,ML,168836,325bac0ac9edbdd45be3a06610cbd16493d2664eec4c276073e4cc7dbe8ca374,0,21478,241044,211968,35449,16.72,23741,10343,0,34429,-117817,72435,OLD,4.32,28,2024-03-14
2020,MZ,176487,62e869a58940b9693f82f36685cf8bb76046ed12c1284789c620a0e1447077dc,0,41083,4510852,3711581,917641,24.72,1075796,0,158155,396197,-11847,1637294,OLD,2.44,70,2024-04-23
2022,TN,235221,a8eadfde2ecd9e703e29bbce93ab36181fc8a4e2eb095434a4478992368491ed,0,12879,193147,142751,1632,1.14,1246,264,0,29154,77563,33808,NEW,4.73,106,2024-01-09
2019,GJ,079914,5022f39fe3774a06d3a3411ad222fc270507b9e3e2f484a6d4370478378e3d93,1,80993,1542847,1431443,427265,29.85,300908,66661,0,273512,25708,481288,NEW,1.71,12,2025-03-14
2021,DH,315522,d8b9a54a4ae72a114cc98b0520c00fcbc7c26782325553ccb3666022ddba5de5,0,48273,3060193,2362860,622396,26.34,719134,0,96738,137875,349363,308330,NEW,1.18,22,2024-07-05
2022,WB,286424,56950bb9845cd748c785cebc28225d58a9ad974343d1bdd5911b9b77ced497fc,1,195942,1283231,712835,145455,20.41,143846,894,0,92589,308058,118215,NEW,5.17,6,2024-05-07
2023,TN,232117,42c09590a906e339025460e8cce0181fd4b8ac4a2297c3a30b1e9f3b733ccce6,1,64533,356764,302563,6656,2.2,5579,1028,0,62419,80448,151491,NEW,2.1,59,2025-11-23
2022,KA,117467,99e38d82d9b14e96a7c02089dc3a9d25754d4ca8f2cc9b5068964dae34d9f760,1,7939,2604136,1502996,141846,9.44,124903,15997,0,603672,209033,643137,NEW,0.43,30,2024-12-13
2020,MP,138194,4253991c04e115194e2998bd3262c2621b89fb58aab593b0c289f9e6da5579e6,1,87326,4286937,3244671,263340,8.12,310279,0,46939,947886,58268,138274,NEW,5.01,72,2025-03-01
2025,ML,166785,ec10d4486bbf8c7d24c05fdfb56012b49b699369534b740e8bfe36817a888f82,1,147725,1565625,990405,81458,8.22,42547,20875,0,50744,167021,139004,OLD,4.81,7,2025-05-05
2022,TS,244986,5f72017f0056c516f6a95e4b009f1809c03a20cfd6b226d171153adb60e17633,1,137348,1753401,1146817,246649,21.51,167154,11992,0,249739,45709,364010,NEW,4.83,15,2024-12-07
2024,AN,291978,00a61a03c6a858a7b2f5be21f9fa4972185f086354fe34df4384a78374bc1821,1,195406,4108250,3990427,1118773,28.04,824326,138106,0,821830,331476,1563812,NEW,2.11,28,2024-04-19
2023,TR,250338,ae9c0f56b6ff544627d8356dc245e6183c44c38aa43e57f2d9b82f779221c978,1,73776,5693599,3409304,743643,21.81,883269,0,139626,337810,9894,2295539,OLD,3.66,79,2025-01-20
2022,LA,346273,dbb8dd6d9fdb3f18154a18dc57f9e80cdf40a4bd735e52f8cba848a26a85bb73,1,105055,3178531,2783802,346313,12.44,161851,171454,0,511100,437612,162283,OLD,0.18,9,2026-01-16
2025,LD,356830,3c5858c63e45534c1b2ef306d9bc304995d49af85d8be3764cd1c6b0200b253c,0,112307,3419917,2818358,874129,31.02,427729,282429,0,365621,411442,95459,NEW,0.11,64,2025-06-23
2019,UK,267726,014c1dfe3202c34aa7ff621448b4d84dbdfd7c63a9a30451e8f03e1cf93462c8,1,5798,4987815,3161618,872689,27.6,653029,40621,0,826395,-8304,273131,OLD,1.63,64,2025-07-09
2025,MH,149504,d8cd285b2b75bd50cef26af6f2a3f8f297745bc1e5fa5c6cacf3f2fb98947844,1,2156,536306,510668,112006,21.93,59967,51640,0,4304,205402,162032,NEW,3.2,40,2025-03-23
2024,SK,224973,c3b0ef0d14540af1416f92abcd3dfed4f6c4b9d5ce9bda61b5353e002719f456,1,159398,5890441,3749908,476947,12.72,452080,17262,0,460857,342868,1412370,OLD,3.64,15,2024-10-11
2022,ML,168291,2af7f8b604dc1ab8f51daab10d56be277bb0d01cdc83591f557c492de1178da0,1,77595,2933670,2263917,495401,21.88,341104,20780,0,225399,361020,974128,NEW,0.89,86,2025-01-03
2023,TN,237162,872b3a43eb2d3b94b03563463a11d679953760d38f7af20b933eba77caa8a50a,1,137969,2361931,2101940,274425,13.06,295546,0,21121,247219,90950,630663,OLD,5.22,51,2024-11-23
2022,CH,302771,27de169bbdf17751922df65fd992671c5b78d4c2f2ef299e3a43782cd13ce513,1,189048,3765112,3307031,164226,4.97,164043,102,0,107812,192095,162458,NEW,5.76,72,2025-04-03
2020,MH,148451,ea1dd3570aaa597bf324c25b50e5ea0fb771b14825e7951dccdce743821349aa,1,49672,5485180,3770921,746744,19.8,579955,66759,0,598733,-36786,635920,NEW,0.8,93,2025-10-29
2024,OD,190533,6144a01f4941ab022470b8a00228eac75d7f312988df0457c94266dd5a6c28e0,1,155194,5631623,5129772,1145953,22.34,1233026,0,87073,762378,23358,840227,OLD,4.96,4,2024-01-12
2019,AR,025988,6ae9f32ccd01673bfa4c73fc4d2e16cf9b508b105d402405e0da73a7d2708172,1,43527,4696457,4525982,505901,11.18,243163,73022,0,31300,26216,1495649,OLD,3.72,93,2025-01-09
2020,UP,279403,0a82cc18a0acc8cfc0fc9517698f02f17aab2bdf78fbba1843d8a5f754b3e8dd,0,148419,2979112,2245739,667834,29.74,577595,15093,0,224114,42836,800140,OLD,3.06,13,2024-07-28
2022,NL,186589,cd65da37ef2da417da99ca714aa0e7a5cd0230156bac63bbdb605f96d4ed0440,0,32822,1022371,849074,232105,27.34,205205,21610,0,45314,107598,435602,OLD,2.99,68,2026-02-15
2024,MZ,179370,6e9e6c05b195b0b813b861cc76a79e74b1eda00672ab21a4485c7539a3606825,1,61598,1263274,892807,166519,18.65,99381,18326,0,307026,271996,82725,NEW,4.52,13,2024-04-24
2021,PB,200561,a61f5d4053676a1cd0d78f77710ae70030aadd8e7b66cbe70af7c806a95a18af,0,94590,5040180,3539494,106184,3.0,46688,27960,0,164078,392521,2128880,OLD,1.33,6,2024-02-18
2021,HR,085324,daf30ce1be1d9d4511225b6aa676169aae7a215591460669232001af118669d4,0,98147,881890,663161,3653,0.55,3025,607,0,138327,211467,87366,OLD,3.69,51,2025-07-07
2018,SK,227806,2c771fa98e5d31f709e721c51ad05a712917f6bd65d00b972594d2babfa6ab6f,1,7045,2966817,1883238,385618,20.48,312713,72508,0,298056,152693,458551,NEW,1.64,65,2024-08-01
2018,UP,276423,6572893c3997da2caa26bece0667e373ac301f7fec4ebf43ac19bf5a9d25df15,1,169060,2535019,2145748,558791,26.04,515702,34094,0,182097,280685,39446,NEW,0.6,39,2024-06-21
2018,MP,138805,656533a4e754c091f05b1f92a8ef8c8cb3138e07f8806c3e4ff06b1683ef3106,0,2203,4298591,2670272,427545,16.01,243847,146758,0,917830,230152,573592,OLD,3.36,32,2025-02-12
2018,CG,054626,19d917e6102256d37a36a19b4bf4becdba7e5335f6d9a35cabc2f0d2075619aa,0,176150,2157720,1191553,35746,3.0,19435,15411,0,358228,134506,193910,NEW,1.68,24,2026-01-01
2024,MH,146826,808777987d8e6c69f2d216bc755b5fa68d80b49e974acc0b9c67f4ae69d87271,1,42028,4260277,3148237,145905,4.63,172508,0,26603,660664,-101057,416497,NEW,4.48,69,2024-04-16
2024,HR,084197,15596162e2d16ae56a7878dcf22826400f4f8bdecc7fd0f4b7b11d43613c810b,1,142398,3122689,1820092,123035,6.76,60404,28243,0,73115,188830,804066,NEW,3.94,49,2025-02-28
2024,MH,148721,b9f7e5568d406f3fc61a30c16daf38818da68cdd8574a33c7240e7a3f9669f11,1,142588,5332898,4222848,848293,20.09,1017550,0,169257,345264,-83517,1873736,NEW,1.42,109,2024-10-07
2018,TN,231194,3c5f25bee708b6e96ee1808c0d6418d9281e82a00ffc0fa0acaca1684b1b490f,0,91851,1242889,961696,149581,15.55,145988,748,0,85912,228128,416654,NEW,5.18,53,2024-05-26
2018,CG,052541,d1e6c62f82ed497d91afffa52ff7aedbfe65fa1574be73084adfffa9ebf5ad12,1,107930,4602813,2803222,91682,3.27,82830,3935,0,499842,414849,1717385,OLD,2.15,73,2025-02-13
2020,UP,270967,902b89b59e78b18e6c874e4f4ca61032797e3e3331a662c0ee4644ec9f13b02b,1,15559,4371446,2866701,460208,16.05,309180,40084,0,1007037,334633,1438648,NEW,4.28,114,2026-01-26
2022,HP,097021,081e7073b7a5ce1b142f1d2e04d091560c97ec1c21c630364a0ad5b0b5913fca,1,180276,4974048,2788025,775733,27.82,848840,0,73107,501946,357841,2185733,NEW,1.68,113,2024-07-24
2020,JK,332327,bbe28e979263fd258ad09731affb61d571e04b5479c128579d2927822c1d57d6,1,24751,3017930,2430640,341545,14.05,385279,0,43734,247486,143160,25088,OLD,1.26,61,2024-06-21
2021,UP,273171,904d9191419e7683b7bda5893330bf5cc4099f3ac0f38813ee3c89fe92ed0285,1,131998,2027334,1370340,65672,4.79,64194,816,0,35953,159095,901257,OLD,5.18,27,2024-05-09
2019,JH,108366,abe7bbea202e90694b72b86cfba2d23379f46ff571d71b1f8e8ae7107cb3e171,1,1058,3175190,2719815,503063,18.5,486920,5675,0,305578,179464,585577,OLD,5.52,49,2025-05-01
2023,RJ,213601,a3ce41cebd3827ffde12d3ac2dd0281bf2c72976ed0709dd98f24503abac2405,1,149422,5842854,4795961,1426335,29.74,1133256,75860,0,76479,-5773,1256282,NEW,2.18,34,2024-07-30
2020,BR,041458,c16d97043af6eb4371c1c5e0b705129a933f8da3cce8a6c3044119c060ea6484,1,72480,1290573,917136,34017,3.71,15724,11165,0,117830,439011,335300,NEW,1.96,59,2025-04-11
2018,BR,040209,be762cda375df5743a99e127127b58354922159212c61db8bbf3165114d8f150,1,96843,4020314,2248726,112549,5.01,134971,0,22422,972699,-97100,15419,OLD,4.25,20,2024-03-05
2023,LD,352266,3f8a8530a90196b8c6953d355fabbb95075d8be84b88f7b7e29b69fd344d9412,1,5653,1462330,1005601,182405,18.14,75231,51043,0,203286,444343,119573,NEW,1.44,50,2025-07-07
2025,AN,299146,e268d3d4ae5b13b589dcd8aad27f46363cdafb725d71278bd57819f2de0d9a94,1,44564,4676096,3225063,350883,10.88,279414,17610,0,244174,435948,938430,NEW,5.2,12,2024-06-03
2018,GA,065486,6557da1ae330474170b4aae6b71745c34f633c39f50376d300b592b16966807c,1,87569,2627592,1821087,521886,28.66,362036,108780,0,196556,415863,909889,OLD,0.15,116,2024-03-09
2021,KA,119948,9bc8de7d7f28ae02983980ef1c343301688efdfecda0eee9d3d323e33ec183d3,1,143815,5174455,4967376,1132981,22.81,1156666,0,23685,738782,-116767,2026004,NEW,0.94,4,2024-02-18
2024,HR,082151,48ecd8d9ef66c436623e40a72f4c9d4b44825f303a3efc75162eefb27fd73f3f,1,119910,1105913,686507,32312,4.71,31944,30,0,5332,423932,73521,OLD,0.81,106,2025-09-16
2023,MN,153514,ddf92109a91dae21dd6dcb112a5930a505e888ba96ff97dc03446bd01aa53d9b,1,52852,874131,582281,162240,27.86,146411,12977,0,196585,15459,103448,OLD,1.98,111,2026-01-19
2024,KA,111632,66a7d53d3d2fc46be6316b588ff1297c5c36a4e84b45c2e55679cfbef1058056,1,119580,5711812,5185934,1065882,20.55,490082,490407,0,825554,28634,1561133,NEW,5.21,115,2024-11-23
2021,KL,123983,147e3dfa9ab9ddb552aec474a2b5a00e7ba513b44cef646bfb7b56b99f9195e1,1,45384,2118003,2007480,317107,15.8,186928,125613,0,260664,269824,344053,OLD,3.88,55,2024-05-06
2020,PB,205633,60f54ce75fc8fe58428c37e64526a85b6e48cc1bbd4f73a1b222973e168a364f,0,111504,646347,485641,39868,8.21,18950,17316,0,115733,106679,86649,NEW,0.73,93,2025-10-10
2023,GJ,078081,1d20683153b41e750755ca222bbeb6c3b7ea91045b7ad848d4eb3d2a528e0b82,1,108540,5040225,3942569,819689,20.79,969840,0,150151,252340,414602,869410,OLD,0.57,112,2024-01-01
2019,DL,323680,d62fd299e72a495e8d5758f52b53e31e12220b92154533dfd46a915643daf7ec,0,46008,2572018,1473069,423530,28.75,212707,14811,0,13916,162968,812032,NEW,1.8,101,2024-09-08
2019,UP,277715,2715ef10245624e1b67eb614d20c57b602ba352ec0971880adc3beb763073af4,1,40866,5543594,4975134,149254,3.0,175187,0,25933,852634,-53277,495431,NEW,3.76,104,2026-01-23
2022,WB,286261,1b3d671a6282191902336da2401b9b808b162aa2f9bc6a661d55709229d8ca2e,1,104318,2711203,2184310,262222,12.0,128533,26296,0,108449,16516,75527,NEW,3.6,60,2024-11-03
2023,GJ,072918,724d5f57140a93c372e3c19f408b98ad6ef6413efeac8ec4ef4783a576ffdd00,1,117802,4573146,3457180,1035117,29.94,1128054,0,92937,13993,321117,7114,NEW,0.77,90,2025-08-20
2018,UK,269122,1cc5df21abafe3826ceae3caff203e0586e9373982f0a18edc69f9650ec7c78a,1,195987,3535863,2404766,294658,12.25,253318,39497,0,821130,208111,838004,NEW,4.59,27,2024-10-10
2022,DH,314342,e3e4d491a1b9c0b555e2f0b76d33268c6a1bb06f554e7b7a1db3f1323186b825,1,99598,2971507,2201356,66040,3.0,70357,0,4317,585697,69107,334317,OLD,3.83,110,2024-07-29
2020,GJ,071509,3f02a21735ba2024d2f7c5041e28710621f4a027e89fb1c55a8d1591288f5f2d,1,89478,2993056,2592537,84159,3.25,76351,4206,0,85452,5057,756457,OLD,5.9,58,2024-09-08
2022,WB,289626,48ca519463ff20933ff57f2748cb3ee0e753018952b896da6b861292b7a79ca3,1,95679,1619065,946720,209266,22.1,212419,0,3153,362812,267439,641872,NEW,3.36,33,2025-11-22
2025,MP,139134,e20794ebd95f3a05fc5c05527a451dc0d021b710495469227e1b65bd43faa1fd,0,175023,4459223,3424371,767191,22.4,755414,162,0,75331,31966,589268,NEW,2.03,37,2024-12-19
2018,AN,290495,a69536a261d276594f34eb8ed5ac83aa7e2131d3c46b18efcb126ec202efd935,1,62092,3221410,1819756,66993,3.68,40741,1233,0,646689,-64920,266110,NEW,0.8,103,2025-11-16
2025,NL,189024,a23d1a3270b8355d1578a584051764dac83803103b7b8a47ab48596730e5c16c,0,76899,158884,140146,9831,7.01,11286,0,1455,16463,197038,112,OLD,5.52,25,2026-02-18
2021,AN,299473,2c96f49ba281da4334b03a0c7db28a649f45f9aed9cc45c6cc30e8549391cfa2,1,74404,2474206,1585317,286053,18.04,261714,5479,0,320521,372945,1092631,OLD,0.32,82,2025-08-06
2024,GA,068290,597273e6d6ca8727d5c518413d448940c1fc7bbc2cc2a29d0967eed59051f865,1,124985,2524891,2369500,520556,21.97,292379,113769,0,421864,55778,587219,OLD,2.16,35,2024-08-21
2021,MN,152549,5543ec29133976e4dc2d7ddb4dc21979947302c153904be882fd974e8b4cd504,1,140179,5330940,4023370,201864,5.02,130168,30144,0,131622,283117,1924162,OLD,3.23,73,2025-04-11
2020,JH,106312,be2ce208e3e975f5110e4ddbf1a19f7ee066bf4e0bef7c30673e90cdf9db2963,1,96885,2647361,1976581,288664,14.6,238563,29241,0,600789,134500,1022264,NEW,3.46,65,2024-10-19
2024,HP,095382,8a319704be5af22b688285b2bfd81f7e78edbbe99e6a1990406244cf1b18811f,1,53516,3468500,2445123,439758,17.99,486135,0,46377,124554,424693,1553355,NEW,3.54,75,2025-04-05
2023,KL,126201,d157438b0c9b7efd7e91a3e1d5dc07d754e99d8d2205b8981e13a6ebcf15aeb7,1,138035,634769,490064,7794,1.59,8085,0,291,149422,226093,245550,NEW,4.33,29,2025-07-09
2019,MH,146164,200c7a15a996fffa8b491dfe9a59b560b0be3a7242b78bf41bd58a512b49a05f,1,55808,2443588,1699153,121662,7.16,78063,9360,0,55886,166378,323351,OLD,0.86,109,2026-02-01
2023,CG,056392,4c87f7c5dced5bd8c5f7b3c662e0628d0b0658f3628b66b68a857b4b9d45f337,0,179578,1811784,1276886,375464,29.4,356987,8351,0,77910,9954,460129,NEW,4.34,106,2025-09-07
2024,UK,265140,ff26d26583e4c2146b7419a7b1f27868391cff8f9a09d3abaa3391794a96e9d7,1,125205,3066107,1944259,547491,28.16,219722,10931,0,44117,385984,1328332,OLD,5.35,111,2025-01-01
2021,PB,206904,fb1d2bdbd6a25f2df88ec56243ce1ac379850623c8fb497784a2be35b75c4b1c,1,88739,5406498,3776126,389675,10.32,259567,103808,0,537655,-93926,1540960,OLD,0.28,61,2025-11-14
2025,CH,305266,58364e10441ccab0df55671f148587f7abfed8c2e50dc062b750ff6051d1cc26,1,47419,5611370,5044832,1401215,27.78,1501648,0,100433,828892,188027,1941975,NEW,0.31,23,2025-09-28
2023,UK,260164,25fd957955e395e521a509c5382a72bb91a9ce3c58fdb48857d68aee9d440f35,1,151722,1828927,1199130,242723,20.24,126449,24274,0,285803,31715,746198,NEW,5.95,67,2024-08-16
2020,GA,060352,11d11be179a0da3983a5af21d3aa4744d5030f307f1c1b67467d7cfcd77e7d2b,0,122333,3737562,3375561,1060328,31.41,723903,202444,0,774160,172289,1032104,OLD,1.94,12,2024-03-29
2018,AS,039580,7c6cc52a913a266e2de23b54d0852973453b569c9f01ffa26d6666a82f9a99b4,0,176625,5732900,5276357,1631397,30.92,653920,427164,0,757287,440437,1786428,OLD,2.78,85,2024-11-25
2023,ML,169092,2ce5564b1dd559d909015ba86860101eb407ff1b42eadab1c5d50ad172a4b853,1,141629,1489529,1246026,245990,19.74,102948,118190,0,189956,-66073,394312,OLD,1.93,34,2025-07-05
2019,NL,185856,7adcfaf2b69e2af17ecb1b05c29a82d912bacbf5d04fc12de5a591a40a5275a8,0,158119,2713748,1528366,228809,14.97,118251,108758,0,221269,-90082,413539,NEW,3.38,26,2024-07-10
2024,HP,091745,d2bd538f9f3545ac1d2f4b3135a28f6cdc95376434916bb52e4a31f2897d5553,1,19336,3075453,2433434,110793,4.55,53345,7153,0,500611,344076,344321,OLD,4.3,97,2026-02-17
2022,AN,297814,c267a5e681d140445fa4dd5c8833952c5f0cb38aa22883793cb8acd439b7c797,1,5886,169389,153848,26109,16.97,20672,2664,0,38473,278071,48291,NEW,4.58,80,2026-02-02
2021,RJ,211432,3063a58e35319c78287e2b7dc0046590ee94d9d2888daa4bf320c242cfa1643a,1,132027,2874100,2032813,259093,12.75,290185,0,31092,255292,114955,1268931,OLD,2.2,14,2024-01-08
2019,UP,273772,c8feb30a3cbab778c73eacec61851af1058e72c5f8a50aa5113c6b9c9c356774,1,1037,859844,577482,119304,20.66,55800,47607,0,76602,6809,354480,NEW,1.64,105,2024-11-10
2023,BR,043298,0ba61701fcddedc2208d37e6bd4a83a781258652b0e4c124affad5f92178d585,1,178294,1965865,1352892,40586,3.0,44476,0,3890,168732,222014,185649,NEW,3.33,80,2024-07-21
2019,CH,300123,629844b180c0eba8e982938454c61730dc570f065131bb9ebb33e2d9bbaf2d3a,1,176708,825464,604175,161419,26.72,150850,5755,0,46930,26565,313049,NEW,2.37,34,2025-11-15
2021,HR,088070,186ab22ec8992f70e9c60957555625383912c0780b8683996db9202d8e085251,1,117425,4457352,2586034,800317,30.95,428262,318886,0,631507,250894,42338,OLD,3.77,49,2025-09-09
2024,MZ,175097,ebbfa825cfbc61782a81c3e54a314a9e15c10d8c72b2ff0ad7ad762772e11b83,1,146133,5033349,3282773,219932,6.7,138950,31525,0,132849,110833,1335105,OLD,3.71,56,2025-06-12
2025,ML,163162,16a6ee8a8d4cbba97e2026f1df01fdfb7c2405447267fea36dfa0a14017ffd24,1,84964,1719478,1424040,288354,20.25,160136,107433,0,358853,321642,719861,OLD,5.38,109,2025-07-31
2025,CH,305071,0511b64ccbb7f177f834c39bcd43234698d200fb09368f5756ca14b19daa0ff6,0,191668,386006,290727,74606,25.66,76951,0,2345,13293,255282,166639,OLD,0.12,67,2025-09-19
2025,JH,100000,1279d418099c00a8af03247c0077cacec9ce3a2462f08f70657a194ef678ef85,1,8159,3031411,1989687,352992,17.74,345960,6457,0,131813,207946,822652,OLD,0.7,98,2025-07-31
2022,HP,094369,abba596708f1d546f7edc8a37faadafbfcf0046fb036c99ed7cb6ca854ccff8a,1,59203,821243,780409,233607,29.93,150332,65908,0,14079,-64394,233123,OLD,4.74,6,2025-06-10
2019,MP,135195,b0a940d2322783a92fec1e46e02e18a5a854cd4ab2c88090f03e6f279ba667f1,1,139847,2730123,1848520,302782,16.38,134273,65903,0,260281,233349,479021,NEW,3.54,62,2026-02-12
2024,MP,133397,7017915228f6af5baa0125950ac2f66a9a3781ce12c12ebd90b60c299df14e16,1,157805,3332200,2018002,174708,8.66,93467,10612,0,631156,278005,1085088,NEW,0.47,12,2025-03-07
2024,GJ,078303,17d845e1424417cd7d8c06d12c07213b6cbff888aa3252bcdd95f2235e36310d,1,49205,2881146,1831601,276410,15.09,249847,13823,0,655528,176830,318565,NEW,5.66,47,2024-03-16
2025,GJ,072498,ab3d267f930051663bf76fc77d6101168462739e1875cbd941096609010fbbdf,0,160502,3203849,2170708,338884,15.61,160054,119892,0,347842,217946,48833,OLD,3.94,67,2024-11-30
2023,HP,091378,0ad58de54835b71aa5ad9652c65a75afd60a49cb4cbf0e9c2fc060e3588df88b,0,92699,3465637,2684830,217975,8.12,180738,4800,0,203724,229952,1302686,NEW,2.97,100,2025-06-15
2019,MZ,175275,7d3a5e9006ea03beeee4c348214ccd42edc53846b7c4c611947b2495af67be2d,1,171607,1107023,640432,161276,25.18,143590,16504,0,200829,13182,30070,NEW,4.7,35,2025-11-19
2022,MP,138872,9faf3759f561738ae42bea9f22d87fb38c7a0b1ce983fa8a32cafb6932b3fe3a,1,54139,4147289,3805656,752297,19.77,714834,28573,0,713482,133210,1240530,NEW,3.62,31,2025-05-19
2021,MN,153752,c9ce9e2e5508d6b052e5a9ba761cd58fad22570b223f7d46b909c4fb8dc9b23f,1,138713,4060557,3765415,446269,11.85,223261,212221,0,691964,-48131,798382,OLD,2.3,102,2024-08-08
2024,UK,260466,691ed0afdc1d0e80c581a1bf85e16d97204b0cbc4cff9c4336cd04e16f029016,1,42312,986549,677651,91435,13.49,70200,6354,0,109364,322554,19203,NEW,1.85,66,2024-06-10
2021,HP,099699,5895c45b82163a985735b2b0957b3d1fbc38e8089e6e69f69f75858e208d85db,1,28523,2687875,2374426,282424,11.89,217669,28066,0,379862,-36971,193304,OLD,2.78,88,2025-10-22
2020,JK,334442,a532cea680b9ebfb521d9032a1a97e9c7535ed37f5850e30c54c6b4ef5fdb3ce,1,141363,1836701,1483811,212670,14.33,227179,0,14509,28453,341989,83245,OLD,2.9,112,2024-06-16
2018,WB,281729,da6809c3a27ed4131929909500c0f4daabc356c05b6f7ae3d809af2d2ffd273e,1,136507,2474445,2260506,382003,16.9,296042,23534,0,154660,242723,238740,OLD,4.3,8,2024-01-22
2024,GJ,076156,8c5f24add65343d7d46b85d8542c6c032715d42111585b69a4c8525999ae4975,1,59375,4671095,3125408,330970,10.59,240097,13202,0,1082462,174751,1335347,OLD,2.89,73,2025-05-26
2024,KL,123196,89bfb544be829570ca548b1693582d29438470b621995c23c5ab82f9ef73e81e,1,121292,3639677,2956878,774140,26.18,386116,48594,0,38016,167782,934594,NEW,0.21,11,2025-02-13
2018,GJ,079377,9c5fbb4de18fbeb862a1ef1b777a19d092f0672b4e65c5a88de0e8a9d2ef8532,1,188368,5460310,3173853,942880,29.71,900989,28099,0,411707,-36423,1063784,NEW,4.14,111,2025-05-30
2021,JH,102939,bb2a3c2528178ec50be07ad39d9c7d6668384e2b43d0d8ec6608be1fa6a5e7e7,0,67400,3479168,1927683,322493,16.73,288899,5272,0,197133,251486,1319906,NEW,0.51,54,2024-12-28
2021,MH,145501,d12db984f5b149e07e53344cb28d1ec729823da9da0f560ff1be46e5b418be84,1,100847,411243,380860,86697,22.76,84404,305,0,13389,92893,139364,NEW,5.09,54,2025-04-17
2021,CG,055433,6636fb3ddb4936780d87f3361e013eb9ad439b2b6556655af61d3559a83be2a7,0,42514,4310847,2916958,868589,29.78,803467,34813,0,996184,326624,1324370,NEW,4.28,25,2024-10-02
2025,AP,012424,2c95dd3b89d7d6f8cf38740d41486f9094b9d2e13cbc5f7cb970176980c2950a,1,104090,579188,429483,26379,6.14,29022,0,2643,18229,358765,156084,NEW,3.63,76,2024-12-29
2019,ML,164992,0096a1ee64e2b0483578044e3d9f505e62f9cbd9c9acaf1d1223e4d89ba8b800,1,177134,2150219,1396922,84808,6.07,93447,0,8639,263063,402904,673554,NEW,2.78,66,2024-05-12
2020,UK,261090,d2de58a12b34fbd908b6d15e45068243e39d6cb46c1e669670ab299f6f2fd97d,0,127532,5612903,5203313,156099,3.0,100862,32050,0,1178021,402546,572332,OLD,1.12,113,2025-06-24
2019,KA,116437,f37a8ae20e934d195e5c069858d967cdc83a59701ad8b1082e07fd6be7c31e83,1,29247,5939893,4249100,601132,14.15,328175,55017,0,5749,314280,694490,OLD,3.96,3,2025-04-11
2019,DH,317583,17c111b41263e4db7be668e0eab30d2185d2726eedd51e865007ccb93646cd29,1,148366,1015454,636711,67470,10.6,76995,0,9525,27551,32220,136225,OLD,0.75,89,2024-09-10
2025,MH,149500,835d76c97dcfc1ee1a8c8ac73f821ffd685562c7bef0c697a42dbbeb0e67ac93,0,85017,5913157,4798154,860649,17.94,835201,15925,0,505418,36039,1971909,NEW,3.67,114,2025-03-25
2025,JK,333257,30cd5c9e6337db312591efbb9260a784c4c28113b7879c73334cb7144a06a70b,1,4618,5878841,3752753,541679,14.43,637438,0,95759,216804,416428,1143573,NEW,1.18,108,2024-07-04
2018,HP,092852,913172692631318473b51432b6281cca29161967ced1e986d2995c118904bfd2,1,124936,5288309,3501371,213100,6.09,169961,6232,0,241490,429279,2283368,OLD,3.62,76,2025-07-31
2023,PB,205488,d16b419b0fa4ec9c9fd6f211c8e822b0f1bab91657a02dbe94179ddef756a4c6,1,60528,4995099,4192395,524794,12.52,613901,0,89107,738220,37726,90365,NEW,0.99,100,2025-04-13
2019,WB,286927,abb5042a76f2f73d5c82e0249218f8fb703c42ebf2779931cacd53cd43fca990,1,194387,589446,567320,5246,0.92,2613,252,0,25144,249428,101635,NEW,0.66,7,2025-05-29
2019,AS,039924,c9eadb050770964cf0d6a771f3bf7566dd2d45c6e875915a6fd5ecf143394b75,0,199061,856120,748735,128754,17.2,112311,4557,0,136732,403759,59609,OLD,2.88,12,2025-04-30
